capa,fuente_id,archivo,titulo,referencias_fnd,referencias_arq,referencias_eng,elegibilidad_como_fuente,rol_en_canonizacion,sha256
ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,Runtime Performance Engineering,,ARQ-006;ARQ-007;ARQ-008;ARQ-014,ENG-000;ENG-004;ENG-005;ENG-006;ENG-007;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-070,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,e319dad3ecb695a992dde3a818c85e3d284fa6cdeb490202201a2127091c6c94
ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,Runtime Engineering,,ARQ-006;ARQ-007;ARQ-008;ARQ-014;ARQ-016,ENG-000;ENG-004;ENG-005;ENG-006;ENG-007;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,c0ad3ff016f9b6daa6170594304b48baf9fc79e0c0302a5d332a9cde45406bd5
ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,Module Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-002;ENG-003;ENG-005;ENG-006;ENG-007;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,b413528ffecc12d869059db2d7dce8588ac29136bd1f6415d73ce7b3bd8c64d7
ENG,ENG-029,ENG-029-EXTENSION_ENGINEERING.md,Extension Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-008;ARQ-011;ARQ-014;ARQ-016,ENG-003;ENG-005;ENG-006;ENG-007;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,35bf661626824857be4a62365097f67b314ffbef1f25900b9a9070d26b0585c5
ENG,ENG-030,ENG-030-PERSISTENCE_ENGINEERING.md,Persistence Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-008;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-010;ENG-011;ENG-012;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,36067a59e6980c2239b908a4ad5ee32264003c90ec73835ace587ec5e7709cd5
ENG,ENG-031,ENG-031-SERIALIZATION_ENGINEERING.md,Serialization Engineering,,ARQ-004;ARQ-006;ARQ-008;ARQ-011;ARQ-014;ARQ-016,ENG-003;ENG-005;ENG-006;ENG-007;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-016;ENG-017;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,b5197b699fd0cfbd3d88d336978b0eff88b075cb3d0d930f6e3f64e4b79cda0e
ENG,ENG-032,ENG-032-TRANSPORT_ENGINEERING.md,Transport Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-008;ARQ-011;ARQ-014;ARQ-016,ENG-003;ENG-005;ENG-006;ENG-007;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-033,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,20f0e26e26f16d404fd2723ac7f4854871adcf611eb54cea55fcee9504d0db63
ENG,ENG-033,ENG-033-INTERFACE_ENGINEERING.md,ENG-033-INTERFACE_ENGINEERING,,ARQ-004;ARQ-006;ARQ-007;ARQ-008;ARQ-011;ARQ-014;ARQ-016,ENG-003;ENG-005;ENG-006;ENG-007;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-036;ENG-044;ENG-070,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,ed7ed1f623d818d371b5a29f85ebe365de779a660ed09527c2ff7305feb76fc5
ENG,ENG-034,ENG-034-APPLICATION_ENGINEERING.md,Application Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-008;ARQ-011;ARQ-014;ARQ-016,ENG-003;ENG-005;ENG-006;ENG-007;ENG-009;ENG-010;ENG-011;ENG-012;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,69915583b05c3ccbe5a846387c4312a3faf8eb7b78564e94e1c2876bd634b39a
ENG,ENG-035,ENG-035-DOMAIN_ENGINEERING.md,Domain Engineering,,ARQ-004;ARQ-006;ARQ-008;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-009;ENG-010;ENG-011;ENG-012;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-044;ENG-045,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,09c2df86169c4fbf01bc0258d7fdfa65fd9c385378b67c9e095a90b519dfd83b
ENG,ENG-036,ENG-036-VALIDATION_ENGINEERING.md,Validation Engineering,,ARQ-004;ARQ-006;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,60fd175495fd4709cb1fdb23e4a2165e3b4876a003240b005060eb5e20b96880
ENG,ENG-037,ENG-037-CACHING_ENGINEERING.md,Caching Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-009;ENG-011;ENG-012;ENG-016;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,19ad5cdac4a3388367bd5856c6666e9e4f5445e9e8ed7db67df2778522c7bab8
ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,Concurrency Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-009;ENG-011;ENG-012;ENG-016;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,f828e542d241df9db3372226cb82129c1606406ae14534771b325912ec5ac713
ENG,ENG-039,ENG-039-RESILIENCE_ENGINEERING.md,Resilience Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-009;ENG-011;ENG-012;ENG-016;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,cb06a8ab6827a574dc9934504b0ff0ef0d3dd4ff49899b095562b8e177ef01a5
ENG,ENG-040,ENG-040-SCHEDULING_BACKGROUND_JOBS_ENGINEERING.md,Scheduling & Background Jobs Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-016;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,b25dbf75747c4a4744d574becf7a4ba702042db9b6d225a21a51b295a76e1a6f
ENG,ENG-041,ENG-041-MESSAGING_ENGINEERING.md,Messaging Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-016;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,dcae988e4b0cc1cd6e1627bc1b2d3d3b59bb103621247c7b51582c8d05714401
ENG,ENG-042,ENG-042-TRANSACTION_ENGINEERING.md,Transaction Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-016;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,d5f1392f458e6543060a01b6687b6f1e0a4fa25d48e170dc696c24d39c0ddd6f
ENG,ENG-043,ENG-043-DATA_ACCESS_ENGINEERING.md,Data Access Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-016;ENG-018;ENG-019;ENG-020;ENG-021;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,d3f5569c0a3281284bfde0738dd122de9d4272ee6915dc961f6843f12f58a820
ENG,ENG-044,ENG-044-API_ENGINEERING.md,API Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,01e6bb77f6db101167e34d4e5d0bb8f562539d4eda5073fd973641cb5b89706c
ENG,ENG-045,ENG-045-AUTHENTICATION_ENGINEERING.md,Authentication Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,de0d9aa276151edd9a24871ad68eac69f66144004e709537c13da59daac6679c
ENG,ENG-046,ENG-046-AUTHORIZATION_ENGINEERING.md,Authorization Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,7ad4a711c1a31cf19486e9591223812ad6a5fab078a8743e395779e11e890bed
ENG,ENG-047,ENG-047-IDENTITY_ACCESS_MANAGEMENT_ENGINEERING.md,Identity & Access Management Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,d5a954121ea889843f8681b54b42caea971d75c1232ca87d552bb51871a1a7f3
ENG,ENG-048,ENG-048-MULTI_TENANCY_ENGINEERING.md,Multi-Tenancy Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,eb015673cd19356a3809613b6a7624bccaeb39dfa04122ab35a9491b661ef4a6
ENG,ENG-049,ENG-049-CONFIGURATION_MANAGEMENT_ENGINEERING.md,Configuration Management Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,e056f0bd2b760b8ce7d6949c63280a5b1f5743513eb0e4ee3d8ff0e247751389
ENG,ENG-050,ENG-050-FEATURE_MANAGEMENT_ENGINEERING.md,Feature Management Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,f544bc91fc2815fae5ebed9ab451f7f22f2ac94d15309ee26bcc770c9d3cdd93
ENG,ENG-051,ENG-051-POLICY_ENGINEERING.md,Policy Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,d07ece3b1d024293185094d32518b086ea7dbc2f2569830f47dd7f4e46f0c2a0
ENG,ENG-052,ENG-052-WORKFLOW_ENGINEERING.md,Workflow Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,cec08be43c31dc7ec67526d45b04faf0fdf594320edddded7e28e655b0e4a6d3
ENG,ENG-053,ENG-053-STATE_MANAGEMENT_ENGINEERING.md,State Management Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,7708d65830302970bbbc257348418959415e53a7a4814a22272533943138bf78
ENG,ENG-054,ENG-054-RESOURCE_MANAGEMENT_ENGINEERING.md,Resource Management Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,6429e1aea3ca4482c3a1272fccc31babec69b39e41e381f0af4eeccd03d7d0d8
ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,Lifecycle Management Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,2eead27e5d1a549f6942ce88c7bbbc74c9e47be68edc95d9c285918b3c245755
ENG,ENG-056,ENG-056-CONTEXT_MANAGEMENT_ENGINEERING.md,Context Management Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,d8b748686d4e531cb1d333cb18d534b00ad8be8587da0cb13e813d0ac43f4023
ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,Metadata Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-040;ENG-041;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,34d2ba64ca37aed7a7ddaf555d67368172fc04dc70e32fd9d9fa2a205415cb4c
ENG,ENG-058,ENG-058-DISCOVERY_ENGINEERING.md,Discovery Engineering,,,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-044;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,67b76ddc475b37cbd74e759f0734acabc5760d4f9e7f09426ba9e32c4ee9b891
ENG,ENG-059,ENG-059-RESOLUTION_ENGINEERING.md,Resolution Engineering,,ARQ-004;ARQ-006;ARQ-007;ARQ-011;ARQ-014;ARQ-016,ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-011;ENG-012;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060,EVIDENCIA_ENG_APTA_PARA_CONTRASTE,Fuente subordinada de ingeniería; no puede canonizar por sí sola.,1d49f845c1c6d8dbe83dc12c7b15e5bdebfa3aec3dc7fd58082b80cc4453611b
