mef_v3_id,termino_canonico,autoridad_10_4,fuentes_vinculadas,fnd_fuentes,arq_fuentes,eng_fuentes,estado_vinculacion
MEF-V3-DIC-0127,Modules técnicos,AUTORIDAD_ARQ,1,,ARQ-004,,VINCULADO
MEF-V3-DIC-0128,No,AUTORIDAD_ARQ,109,FND-000;FND-001,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,ENG-000;ENG-001;ENG-002;ENG-003;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,VINCULADO
MEF-V3-DIC-0129,No responsabilidades,AUTORIDAD_ARQ,5,,ARQ-004;ARQ-011;ARQ-012;ARQ-013,ENG-003,VINCULADO
MEF-V3-DIC-0130,Observabilidad,AUTORIDAD_ARQ,21,,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,ENG-000;ENG-002;ENG-004;ENG-005;ENG-008;ENG-009;ENG-010;ENG-011;ENG-015;ENG-025;ENG-027;ENG-046;ENG-049;ENG-055;ENG-095,VINCULADO
MEF-V3-DIC-0131,Package,AUTORIDAD_ARQ,44,,ARQ-017,ENG-000;ENG-002;ENG-003;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-036;ENG-057;ENG-058;ENG-060;ENG-067;ENG-068;ENG-087;ENG-089;ENG-093;ENG-094;ENG-095;ENG-100,VINCULADO
MEF-V3-DIC-0132,Packaging,AUTORIDAD_ARQ,19,,ARQ-017,ENG-000;ENG-002;ENG-003;ENG-004;ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-020;ENG-093;ENG-094,VINCULADO
MEF-V3-DIC-0133,paquete,AUTORIDAD_ARQ,2,,ARQ-017,ENG-010,VINCULADO
MEF-V3-DIC-0134,Plantillas,AUTORIDAD_ARQ,4,,ARQ-010,ENG-005;ENG-006;ENG-008,VINCULADO
MEF-V3-DIC-0135,Políticas de Configuración,AUTORIDAD_ARQ,1,,ARQ-013,,VINCULADO
MEF-V3-DIC-0136,Pruebas,AUTORIDAD_ARQ,34,,ARQ-004;ARQ-011;ARQ-012,ENG-000;ENG-001;ENG-002;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-015;ENG-017;ENG-019;ENG-021;ENG-026;ENG-073;ENG-076;ENG-078;ENG-079;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095,VINCULADO
MEF-V3-DIC-0137,Puntos de extensión,AUTORIDAD_ARQ,2,,ARQ-004,ENG-003,VINCULADO
MEF-V3-DIC-0138,qué,AUTORIDAD_ARQ,109,FND-000;FND-001;FND-002,ARQ-004;ARQ-011;ARQ-012;ARQ-013;ARQ-017,ENG-000;ENG-001;ENG-002;ENG-003;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,VINCULADO
MEF-V3-DIC-0139,qué necesitan,AUTORIDAD_ARQ,2,,ARQ-012,ENG-011,VINCULADO
MEF-V3-DIC-0140,Reglas de Diseño,AUTORIDAD_ARQ,1,,ARQ-011,,VINCULADO
MEF-V3-DIC-0141,Relación con otros componentes,AUTORIDAD_ARQ,6,,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,,VINCULADO
MEF-V3-DIC-0142,Resolución,AUTORIDAD_ARQ,31,,ARQ-011;ARQ-012;ARQ-013,ENG-000;ENG-008;ENG-010;ENG-011;ENG-012;ENG-013;ENG-017;ENG-018;ENG-019;ENG-020;ENG-023;ENG-026;ENG-031;ENG-033;ENG-037;ENG-048;ENG-049;ENG-056;ENG-057;ENG-060;ENG-072;ENG-075;ENG-078;ENG-079;ENG-080;ENG-082;ENG-088;ENG-091,VINCULADO
MEF-V3-DIC-0143,Riesgos Arquitectónicos,AUTORIDAD_ARQ,6,,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,,VINCULADO
MEF-V3-DIC-0144,Sales,AUTORIDAD_ARQ,6,,ARQ-004,ENG-002;ENG-006;ENG-016;ENG-035;ENG-041,VINCULADO
MEF-V3-DIC-0145,Seguridad,AUTORIDAD_ARQ,43,,ARQ-004;ARQ-013,ENG-000;ENG-001;ENG-002;ENG-003;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-016;ENG-017;ENG-019;ENG-020;ENG-021;ENG-024;ENG-025;ENG-027;ENG-043;ENG-044;ENG-046;ENG-047;ENG-048;ENG-051;ENG-053;ENG-056;ENG-057;ENG-060;ENG-064;ENG-068;ENG-074;ENG-075;ENG-082;ENG-086;ENG-087;ENG-099,VINCULADO
MEF-V3-DIC-0146,Su responsabilidad,AUTORIDAD_ARQ,12,,ARQ-010,ENG-000;ENG-001;ENG-002;ENG-005;ENG-006;ENG-010;ENG-013;ENG-018;ENG-020;ENG-024;ENG-025,VINCULADO
MEF-V3-DIC-0147,Sustitución,AUTORIDAD_ARQ,9,,ARQ-011;ARQ-012,ENG-001;ENG-004;ENG-018;ENG-021;ENG-029;ENG-050;ENG-075,VINCULADO
MEF-V3-DIC-0148,Template Engine,AUTORIDAD_ARQ,7,,ARQ-010;ARQ-013,ENG-000;ENG-005;ENG-006;ENG-008;ENG-012,VINCULADO
MEF-V3-DIC-0149,Tipología Oficial,AUTORIDAD_ARQ,1,,ARQ-011,,VINCULADO
MEF-V3-DIC-0150,Tipos de Configuración,AUTORIDAD_ARQ,1,,ARQ-013,,VINCULADO
MEF-V3-DIC-0151,Un Contract,AUTORIDAD_ARQ,33,,ARQ-011;ARQ-012,ENG-001;ENG-002;ENG-004;ENG-008;ENG-009;ENG-011;ENG-013;ENG-014;ENG-016;ENG-018;ENG-019;ENG-020;ENG-021;ENG-023;ENG-024;ENG-029;ENG-031;ENG-033;ENG-034;ENG-035;ENG-037;ENG-041;ENG-052;ENG-057;ENG-062;ENG-069;ENG-075;ENG-077;ENG-078;ENG-094;ENG-100,VINCULADO
MEF-V3-DIC-0152,Un Module,AUTORIDAD_ARQ,43,,ARQ-004,ENG-000;ENG-001;ENG-002;ENG-003;ENG-005;ENG-006;ENG-009;ENG-011;ENG-013;ENG-014;ENG-015;ENG-016;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-033;ENG-034;ENG-035;ENG-037;ENG-039;ENG-043;ENG-044;ENG-045;ENG-048;ENG-049;ENG-052;ENG-053;ENG-054;ENG-056;ENG-057;ENG-058;ENG-060;ENG-065,VINCULADO
MEF-V3-DIC-0153,Validación,AUTORIDAD_ARQ,45,,ARQ-010;ARQ-013;ARQ-017,ENG-000;ENG-001;ENG-002;ENG-003;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-015;ENG-017;ENG-018;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-033;ENG-035;ENG-036;ENG-045;ENG-046;ENG-048;ENG-050;ENG-056;ENG-068;ENG-070;ENG-074;ENG-075;ENG-079;ENG-082,VINCULADO
MEF-V3-DIC-0154,Variables,AUTORIDAD_ARQ,17,,ARQ-010,ENG-004;ENG-005;ENG-011;ENG-012;ENG-017;ENG-018;ENG-024;ENG-037;ENG-043;ENG-049;ENG-050;ENG-052;ENG-054;ENG-067;ENG-068;ENG-070,VINCULADO
MEF-V3-DIC-0155,Versionado,AUTORIDAD_ARQ,64,,ARQ-004;ARQ-011;ARQ-013;ARQ-017,ENG-000;ENG-002;ENG-003;ENG-004;ENG-005;ENG-006;ENG-007;ENG-009;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-041;ENG-044;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-057;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-075;ENG-079;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,VINCULADO
MEF-V3-DIC-0156,Alcance del producto,AUTORIDAD_FND,1,FND-000,,,VINCULADO
MEF-V3-DIC-0157,arquitectura del Framework,AUTORIDAD_FND,4,FND-000,ARQ-013,ENG-000;ENG-018,VINCULADO
MEF-V3-DIC-0158,Aspiración,AUTORIDAD_FND,1,FND-001,,,VINCULADO
MEF-V3-DIC-0159,Beneficiarios,AUTORIDAD_FND,1,FND-002,,,VINCULADO
MEF-V3-DIC-0160,Carta del Proyecto,AUTORIDAD_FND,1,FND-000,,,VINCULADO
MEF-V3-DIC-0161,Compromisos,AUTORIDAD_FND,9,FND-000;FND-001;FND-002,ARQ-011,ENG-045;ENG-075;ENG-076;ENG-081;ENG-084,VINCULADO
MEF-V3-DIC-0162,Comunidad,AUTORIDAD_FND,2,FND-001;FND-002,,,VINCULADO
MEF-V3-DIC-0163,Conocimiento,AUTORIDAD_FND,36,FND-000;FND-001;FND-002;FND-005;FND-014,ARQ-010;ARQ-013,ENG-000;ENG-001;ENG-003;ENG-004;ENG-005;ENG-006;ENG-012;ENG-013;ENG-019;ENG-020;ENG-022;ENG-035;ENG-036;ENG-038;ENG-054;ENG-058;ENG-065;ENG-066;ENG-067;ENG-071;ENG-074;ENG-075;ENG-086;ENG-088;ENG-089;ENG-090;ENG-091;ENG-093;ENG-097,VINCULADO
MEF-V3-DIC-0164,Constituye el documento fundacional del Framework y,AUTORIDAD_FND,1,FND-000,,,VINCULADO
MEF-V3-DIC-0165,Criterios de cumplimiento,AUTORIDAD_FND,1,FND-002,,,VINCULADO
MEF-V3-DIC-0166,Criterios de éxito,AUTORIDAD_FND,1,FND-000,,,VINCULADO
MEF-V3-DIC-0167,Declaración,AUTORIDAD_FND,110,FND-000;FND-001;FND-002,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,ENG-000;ENG-001;ENG-002;ENG-003;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,VINCULADO
MEF-V3-DIC-0168,Declaración de Misión,AUTORIDAD_FND,1,FND-002,,,VINCULADO
MEF-V3-DIC-0169,Declaración de Visión,AUTORIDAD_FND,1,FND-001,,,VINCULADO
MEF-V3-DIC-0170,Ecosistema,AUTORIDAD_FND,14,FND-000;FND-001;FND-002,ARQ-017,ENG-002;ENG-003;ENG-005;ENG-012;ENG-013;ENG-014;ENG-016;ENG-017;ENG-060;ENG-061,VINCULADO
MEF-V3-DIC-0171,Ecosistema documental,AUTORIDAD_FND,2,FND-000;FND-002,,,VINCULADO
MEF-V3-DIC-0172,FND-000,AUTORIDAD_FND,10,FND-000;FND-001;FND-002;FND-003;FND-004;FND-005;FND-006;FND-012;FND-013,ARQ-000,,VINCULADO
MEF-V3-DIC-0173,FND-001,AUTORIDAD_FND,5,FND-000;FND-001;FND-002;FND-003;FND-004,,,VINCULADO
MEF-V3-DIC-0174,FND-002,AUTORIDAD_FND,5,FND-000;FND-001;FND-002;FND-003;FND-004,,,VINCULADO
MEF-V3-DIC-0175,Gobernanza,AUTORIDAD_FND,20,FND-000;FND-002;FND-006;FND-010;FND-012;FND-013;FND-014,ARQ-004;ARQ-010;ARQ-011;ARQ-013,ENG-000;ENG-002;ENG-006;ENG-009;ENG-011;ENG-013;ENG-014;ENG-044;ENG-057,VINCULADO
MEF-V3-DIC-0176,Herramientas,AUTORIDAD_FND,23,FND-000;FND-001;FND-002,,ENG-000;ENG-001;ENG-002;ENG-003;ENG-004;ENG-005;ENG-006;ENG-007;ENG-010;ENG-012;ENG-014;ENG-016;ENG-021;ENG-025;ENG-038;ENG-043;ENG-070;ENG-075;ENG-077;ENG-078,VINCULADO
MEF-V3-DIC-0177,Horizonte,AUTORIDAD_FND,1,FND-001,,,VINCULADO
MEF-V3-DIC-0178,Impacto esperado,AUTORIDAD_FND,1,FND-001,,,VINCULADO
MEF-V3-DIC-0179,Indicadores de éxito,AUTORIDAD_FND,1,FND-001,,,VINCULADO
MEF-V3-DIC-0180,La arquitectura del Framework,AUTORIDAD_FND,4,FND-000,ARQ-013,ENG-000;ENG-018,VINCULADO
MEF-V3-DIC-0181,La Carta del Proyecto,AUTORIDAD_FND,1,FND-000,,,VINCULADO
MEF-V3-DIC-0182,La misión,AUTORIDAD_FND,1,FND-002,,,VINCULADO
MEF-V3-DIC-0183,La misión de MEF,AUTORIDAD_FND,1,FND-002,,,VINCULADO
MEF-V3-DIC-0184,La visión,AUTORIDAD_FND,2,FND-001;FND-002,,,VINCULADO
MEF-V3-DIC-0185,La visión de MEF,AUTORIDAD_FND,1,FND-001,,,VINCULADO
MEF-V3-DIC-0186,MEF,AUTORIDAD_FND,134,FND-000;FND-001;FND-002;FND-003;FND-004;FND-005;FND-006;FND-007;FND-008;FND-009;FND-010;FND-011;FND-012;FND-013;FND-014,ARQ-000;ARQ-001;ARQ-002;ARQ-003;ARQ-004;ARQ-005;ARQ-006;ARQ-007;ARQ-008;ARQ-009;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-014;ARQ-015;ARQ-016;ARQ-017,ENG-000;ENG-001;ENG-002;ENG-003;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,VINCULADO
MEF-V3-DIC-0187,MEF (Modular Enterprise Framework),AUTORIDAD_FND,105,FND-000;FND-001;FND-002,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,ENG-000;ENG-001;ENG-002;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-033;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100,VINCULADO
MEF-V3-DIC-0188,MEF no,AUTORIDAD_FND,42,FND-000;FND-001,,ENG-004;ENG-005;ENG-009;ENG-010;ENG-011;ENG-012;ENG-014;ENG-015;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-035;ENG-036;ENG-038;ENG-040;ENG-041;ENG-060;ENG-061;ENG-062;ENG-077;ENG-082;ENG-083;ENG-084;ENG-085;ENG-087;ENG-088;ENG-089;ENG-092,VINCULADO
MEF-V3-DIC-0189,Misión,AUTORIDAD_FND,2,FND-002,,ENG-000,VINCULADO
MEF-V3-DIC-0190,misión de MEF,AUTORIDAD_FND,1,FND-002,,,VINCULADO
MEF-V3-DIC-0191,Motivación,AUTORIDAD_FND,1,FND-000,,,VINCULADO
MEF-V3-DIC-0192,Nuestra misión,AUTORIDAD_FND,1,FND-002,,,VINCULADO
MEF-V3-DIC-0193,Objetivos,AUTORIDAD_FND,34,FND-000;FND-001,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,ENG-000;ENG-001;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-026;ENG-073;ENG-075;ENG-076;ENG-098,VINCULADO
MEF-V3-DIC-0194,Objetivos estratégicos,AUTORIDAD_FND,1,FND-001,,,VINCULADO
MEF-V3-DIC-0195,Principios de actuación,AUTORIDAD_FND,1,FND-002,,,VINCULADO
MEF-V3-DIC-0196,Principios de evolución,AUTORIDAD_FND,1,FND-001,,,VINCULADO
MEF-V3-DIC-0197,Principios fundamentales,AUTORIDAD_FND,1,FND-000,,,VINCULADO
MEF-V3-DIC-0198,Relación con la Visión,AUTORIDAD_FND,1,FND-002,,,VINCULADO
MEF-V3-DIC-0199,Su propósito,AUTORIDAD_FND,17,FND-000;FND-001,ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,ENG-001;ENG-003;ENG-004;ENG-005;ENG-006;ENG-009;ENG-022;ENG-024;ENG-077;ENG-079,VINCULADO
MEF-V3-DIC-0200,Visión,AUTORIDAD_FND,8,FND-000;FND-001;FND-002,ARQ-000;ARQ-001;ARQ-004,ENG-000;ENG-020,VINCULADO
MEF-V3-DIC-0201,visión de MEF,AUTORIDAD_FND,1,FND-001,,,VINCULADO
MEF-V3-DIC-0202,¿Qué es MEF?,AUTORIDAD_FND,1,FND-000,,,VINCULADO
MEF-V3-DIC-0203,Áreas de actuación,AUTORIDAD_FND,1,FND-002,,,VINCULADO
