mef_v3_id,termino_canonico,autoridad_10_4,fnd,arq,eng,numero_capas,estado_transversal_11_5,autoridad_primaria_evidenciada,conflicto_critico,resultado_11_5
MEF-V3-DIC-0184,La visión,AUTORIDAD_FND,SI,NO,NO,1,COBERTURA_LOCAL_1_CAPA,SI,,PASS
MEF-V3-DIC-0185,La visión de MEF,AUTORIDAD_FND,SI,NO,NO,1,COBERTURA_LOCAL_1_CAPA,SI,,PASS
MEF-V3-DIC-0186,MEF,AUTORIDAD_FND,SI,SI,SI,3,TRANSVERSAL_COMPLETA,SI,,PASS
MEF-V3-DIC-0187,MEF (Modular Enterprise Framework),AUTORIDAD_FND,SI,SI,SI,3,TRANSVERSAL_COMPLETA,SI,,PASS
MEF-V3-DIC-0188,MEF no,AUTORIDAD_FND,SI,NO,SI,2,TRANSVERSAL_PARCIAL_2_CAPAS,SI,,PASS
MEF-V3-DIC-0189,Misión,AUTORIDAD_FND,SI,NO,SI,2,TRANSVERSAL_PARCIAL_2_CAPAS,SI,,PASS
MEF-V3-DIC-0190,misión de MEF,AUTORIDAD_FND,SI,NO,NO,1,COBERTURA_LOCAL_1_CAPA,SI,,PASS
MEF-V3-DIC-0191,Motivación,AUTORIDAD_FND,SI,NO,NO,1,COBERTURA_LOCAL_1_CAPA,SI,,PASS
MEF-V3-DIC-0192,Nuestra misión,AUTORIDAD_FND,SI,NO,NO,1,COBERTURA_LOCAL_1_CAPA,SI,,PASS
MEF-V3-DIC-0193,Objetivos,AUTORIDAD_FND,SI,SI,SI,3,TRANSVERSAL_COMPLETA,SI,,PASS
MEF-V3-DIC-0194,Objetivos estratégicos,AUTORIDAD_FND,SI,NO,NO,1,COBERTURA_LOCAL_1_CAPA,SI,,PASS
MEF-V3-DIC-0195,Principios de actuación,AUTORIDAD_FND,SI,NO,NO,1,COBERTURA_LOCAL_1_CAPA,SI,,PASS
MEF-V3-DIC-0196,Principios de evolución,AUTORIDAD_FND,SI,NO,NO,1,COBERTURA_LOCAL_1_CAPA,SI,,PASS
MEF-V3-DIC-0197,Principios fundamentales,AUTORIDAD_FND,SI,NO,NO,1,COBERTURA_LOCAL_1_CAPA,SI,,PASS
MEF-V3-DIC-0198,Relación con la Visión,AUTORIDAD_FND,SI,NO,NO,1,COBERTURA_LOCAL_1_CAPA,SI,,PASS
MEF-V3-DIC-0199,Su propósito,AUTORIDAD_FND,SI,SI,SI,3,TRANSVERSAL_COMPLETA,SI,,PASS
MEF-V3-DIC-0200,Visión,AUTORIDAD_FND,SI,SI,SI,3,TRANSVERSAL_COMPLETA,SI,,PASS
MEF-V3-DIC-0201,visión de MEF,AUTORIDAD_FND,SI,NO,NO,1,COBERTURA_LOCAL_1_CAPA,SI,,PASS
MEF-V3-DIC-0202,¿Qué es MEF?,AUTORIDAD_FND,SI,NO,NO,1,COBERTURA_LOCAL_1_CAPA,SI,,PASS
MEF-V3-DIC-0203,Áreas de actuación,AUTORIDAD_FND,SI,NO,NO,1,COBERTURA_LOCAL_1_CAPA,SI,,PASS
